Direccion,LATITUD,LONGITUD
"IQUIQUE, SARGENTO ALDEA, JUAN MARTINEZ",-20.2160713,-70.1451094
"IQUIQUE, SALVADOR ALLENDE, NICOLAS LAFFERTE",-20.2307033,-70.1356692
"IQUIQUE, VICENTE ZEGERS, 330",-20.2172254,-70.1519801
"IQUIQUE, LA TIRANA, PADRE HURTADO",-20.260932,-70.1275669
"IQUIQUE, ARTURO PRAT CHACON, SAGASCA",-20.245836,-70.1401573
"IQUIQUE, CAPITAN ROBERTO PEREZ, 2777",-20.236249,-70.151981
"IQUIQUE, VICENTE ZEGERS, VIVAR",-20.2175284,-70.1487847
"IQUIQUE, SALVADOR ALLENDE, PLAYA BLANCA",-20.2489752,-70.1326219
"ALTO HOSPICIO, CALETERA A16, LOS CONDORES",-20.2686722,-70.1049169
"IQUIQUE, SAN MARTIN, ANIBAL PINTO",-20.2126118,-70.1528194
"IQUIQUE, ARTURO PRAT CHACON, DESIDERIO GARCIA",-20.2076006,-70.1438554
"IQUIQUE, ARTURO PRAT CHACON, MANUEL BULNES",-20.2192283,-70.1545847
"IQUIQUE, ORELLA, 1360",-20.2207409,-70.142735
"IQUIQUE, PROGRESO, HERNAN FUENZALIDA",-20.2287562,-70.1313428
"IQUIQUE, PASAJE ESPAÑA, DIEGO PORTALES",-20.2307033,-70.1356692
"IQUIQUE, SOTOMAYOR, LUIS JASPARD",-20.2118495,-70.1367064
"IQUIQUE, LIBERTAD, 21 DE MAYO",-20.2307033,-70.1356692
"IQUIQUE, AMUNATEGUI, MANUEL BULNES",-20.2195518,-70.1467191
"ALTO HOSPICIO, LAS AMERICAS, DETECTIVE MARTIR CUBILLOS",41.5741136,-5.7391973
"IQUIQUE, ROTONDA BAJO MOLLE, LA TIRANA",-20.2891002,-70.1278329
"IQUIQUE, ARTURO PRAT CHACON, 2272",-20.2325714,-70.145627
"IQUIQUE, LIBERTAD, OSCAR BONILLA",-20.2194645,-70.1403842
"IQUIQUE, BERNARDO O´HIGGINS, 1691",-20.2191482,-70.1395367
"IQUIQUE, SANTIAGO POLANCO, SALVADOR ALLENDE",-20.2468369,-70.1329274
"IQUIQUE, ARTURO PRAT CHACON, ROTONDA CHIPANA",-20.2558639,-70.1341592
"ALTO HOSPICIO, LAS AMERICAS, DETECTIVE CUBILLOS",-20.2913043,-70.0901209
"IQUIQUE, ARTURO FERNANDEZ, ESMERALDA",-20.2118077,-70.1439964
"IQUIQUE, LA TIRANA, PRIMERAS PIEDRAS",-20.2416106,-70.1290237
"IQUIQUE, ARTURO PRAT CHACON, PLAYA BLANCA",-20.2307033,-70.1356692
"IQUIQUE, LUIS EMILIO RECABARREN, 2739",-20.2369482,-70.1424662
"ALTO HOSPICIO, CALETERA A-16, LOS CONDORES",-20.2671328,-70.0874421
"IQUIQUE, SALVADOR ALLENDE, THOMPSON",-20.2160049,-70.1344587
"IQUIQUE, BERNARDO O´HIGGINS, BAQUEDANO",-20.2182922,-70.1521233
"IQUIQUE, PARICIO LYNCH, TARAPACA",-20.2154369,-70.1513951
"IQUIQUE, ROTONDA EL PAMPINO, CIRCUNVALACION",-20.2208561,-70.1319844
"IQUIQUE, FRANCISCO BILBAO, CALLE DOS",-20.2307033,-70.1356692
"ALTO HOSPICIO, LOS CONDORES, IRIS",-20.2719484,-70.1029629
"IQUIQUE, RIQUELME, VIVAR",-20.2214783,-70.149117
"ALTO HOSPICIO, PEÑA RETIRO, 3457",-20.2765194,-70.1086483
"IQUIQUE, VIVAR, SOTOMAYOR",-20.2108386,-70.1483817
"IQUIQUE, CIRCUNVALACION, ROTONDA EL PAMPINO",-20.2208561,-70.1319844
"IQUIQUE, TARAPACA, VIVAR",-20.218536,-70.1488892
"ALTO HOSPICIO, RICARDO LAGOS, LAS PARCELAS",-20.2686722,-70.1049169
"ALTO HOSPICIO, ALMENDROS, LOS DATILES",-20.2634765,-70.1050536
"ALTO HOSPICIO, DETECTIVE CUBILLOS, VOLCAN PARINACOTA",-20.2910909,-70.0919576
"ALTO HOSPICIO, SANTA ROSA DE MOLLE, 3970",-20.2718999,-70.0889182
"IQUIQUE, ARTURO PRAT CHACON, PADRE HURTADO",-20.2625059,-70.130789
"IQUIQUE, PEDRO PRADO, MANUEL CASTRO RAMOS",-20.244863,-70.1334046
"IQUIQUE, HEROES DE LA CONCEPCION, 2555",-20.2126288,-70.1385179
"IQUIQUE, GENARO GALLO, MANUEL BULNES",-20.2201278,-70.1361812
"IQUIQUE, ARTURO PRAT CHACON, SAGASCA",-20.245836,-70.1401573
"IQUIQUE, PASAJE PUEBLO NUEVO, 1045",-20.2181856,-70.1367679
"IQUIQUE, LA TIRANA, CALLE CINCO",-20.2307033,-70.1356692
"ALTO HOSPICIO, CIRCUNVALACION, SAN DONATO",-20.2798646,-70.1055245
"IQUIQUE, LA TIRANA, TADEO HAENKE",-20.2379738,-70.1288882
"IQUIQUE, CIRCUNVALACION, SOTOMAYOR",-20.2111333,-70.1416166
"IQUIQUE, LA TIRANA, 4310",-20.2716164,-70.1258783
"IQUIQUE, VICENTE ZEGERS, BAQUEDANO",-20.2173073,-70.1520816
"IQUIQUE, ARTURO PEREZ CANTO, CESPEDES Y GONZALEZ",-20.2248356,-70.1380641
"IQUIQUE, LA TIRANA, MANUEL BALMACEDA",-20.2646573,-70.1245036
"IQUIQUE, AMUNATEGUI, TARAPACA",-20.2176315,-70.1465983
"IQUIQUE, ARTURO PRAT CHACON, ROTONDA BAJO MOLLE",-20.2891002,-70.1278329
"IQUIQUE, HEROES DE LA CONCEPCION, 296",-20.2120204,-70.1382546
"IQUIQUE, PEDRO PRADO, RAMON PEREZ OPAZO",-20.2542691,-70.1314071
"IQUIQUE, TOMAS BONILLA, 12 DE FEBRERO",-20.2276758,-70.1407143
"IQUIQUE, SOTOMAYOR, OSCAR BONILLA",-20.2111121,-70.1399327
"IQUIQUE, ARTURO PRAT CHACON, GRUMETE BOLADOS",-20.2155997,-70.1556313
"ALTO HOSPICIO, LOS AROMOS, CUATRO",-20.2556598,-70.1069637
"ALTO HOSPICIO, LOS AROMOS, CALETERA A-16",-20.2556598,-70.1069637
"IQUIQUE, ARTURO PRAT CHACON, 3511",-20.2606045,-70.1319698
"IQUIQUE, HEROES DE LA CONCEPCION, 2855",-20.2111906,-70.1384119
"IQUIQUE, LA TIRANA, 2161",-20.2292385,-70.129381
"ALTO HOSPICIO, LOS NOGALES, 3215",-20.2689522,-70.098239
"IQUIQUE, OFICINA SALITRERA VICTORIA, CIRCUNVALACION",-20.2049542,-70.1369169
"ALTO HOSPICIO, CALETERA A 616, JERICO",-20.2686722,-70.1049169
"IQUIQUE, PADRE HURTADO, FRANCISCO BILBAO",-20.260932,-70.1275669
"ALTO HOSPICIO, VICENTE PEREZ ROSALES, CARMEN DE ALONSO",-20.2864609,-70.0957779
"IQUIQUE, PLAYA CHIPANA, SALVADOR ALLENDE",-20.2212514,-70.1355322
"ALTO HOSPICIO, LOS NOGALES, 3368",-20.2713438,-70.0966691
"IQUIQUE, ROTONDA EL PAMPINO",-20.2208561,-70.1319844
"IQUIQUE, CIRCUNVALACION, 2286",-20.230544,-70.129033
"IQUIQUE, BARROS ARANA, VICENTE ZEGERS",-20.2175833,-70.1474318
"IQUIQUE, 18 DE SEPTIEMBRE, SARGENTO ALDEA",-20.2161654,-70.142953
"IQUIQUE, BARROS ARANA, 1550",-20.2229403,-70.1474744
"IQUIQUE, ORELLA, AMUNATEGUI",-20.2206303,-70.146763
"IQUIQUE, PEDRO GAMBONI, LAS ROSAS",-20.2382195,-70.1367007
"IQUIQUE, BARROS ARANA, BERNARDO O´HIGGINS",-20.2186406,-70.1475157
"ALTO HOSPICIO, SANTA MARIA, VIOLETA PARRA",-20.2842259,-70.0994111
"IQUIQUE, BOLIVAR, 991",-20.2124721,-70.1449737
"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, EL SALITRE",-20.2711142,-70.0943765
"IQUIQUE, SOTOMAYOR, AMUNATEGUI",-20.2109195,-70.1459124
"IQUIQUE, JOSE JOAQUIN PEREZ, OSCAR BONILLA",-20.2227596,-70.1406841
"IQUIQUE, LOS ALGARROBOS, 3250",-20.25048,-70.12613
"IQUIQUE, DIEGO PORTALES, 21 DE MAYO",-20.2306665,-70.1371297
"IQUIQUE, PEDRO AGUIRRE CERDA, GENARO GALLO",-20.2407401,-70.1408296
"ALTO HOSPICIO, LAS AMERICAS, SANTA MARIA",-20.2847174,-70.1022289
"IQUIQUE, ARTURO PRAT CHACON, ROTONDA CAVANCHA",-20.2295582,-70.1467544
"IQUIQUE, MANUEL BULNES, PEDRO PRADO",-20.2201814,-70.1349026
"IQUIQUE, ARTURO PRAT CHACON, HEROES DE LA CONCEPCION",-20.2265534,-70.1400001
"IQUIQUE, LA TIRANA, VIA 6",-20.2307033,-70.1356692
"IQUIQUE, JUAN MARTINEZ, MANUEL RODRGUEZ",-20.2234909,-70.1458415
"IQUIQUE, PROGRESO, 2404",-20.2318636,-70.1293864
"IQUIQUE, LA CONCORDIA, LOS PRUNOS",-20.2386128,-70.1383434
"IQUIQUE, ARTURO FERNANDEZ, THOMPSON",-20.2307033,-70.1356692
"IQUIQUE, ARTURO PRAT CHACON, HEROES DE LA CONCEPCION",-20.2265534,-70.1400001
"IQUIQUE, BERTHIE HUMBERSTONE, PEDRO DE VALDIVIA",-20.2322069,-70.1333023
"IQUIQUE, MANZANA 25, 9",-20.2414367,-70.1342598
"ALTO HOSPICIO, LAS PARCELAS, CALETERA A16",-20.2686722,-70.1049169
"IQUIQUE, CIRCUNVALACION, ROTONDA EL PAMPINO",-20.2208561,-70.1319844
"ALTO HOSPICIO, DELAWARE, EL BORO",-20.2686722,-70.1049169
"IQUIQUE, ARTURO PRAT CHACON, 920",-20.2276616,-70.147621
"IQUIQUE, OBISPO LABBE, ERNESTO RIQUELME",-20.2213589,-70.1504909
"IQUIQUE, TADEO HAENKE, HEROES DE LA CONCEPCION",-20.2379949,-70.1442259
"ALTO HOSPICIO, LA PAMPA, TILIVICHE",-20.2686722,-70.1049169
"ALTO HOSPICIO, LOS ALAMOS, 3028",-20.2606586,-70.0939967
"IQUIQUE, VIDELA, JUAN MARTINEZ",-20.2102667,-70.1445383
"IQUIQUE, SOTOMAYOR, ELEUTERIO RAMIREZ",-20.2107991,-70.1491654
"IQUIQUE, HEROES DE LA CONCEPCION, 1850",-20.2111906,-70.1384119
"ALTO HOSPICIO, LOS CONDORES, IRIS",-20.2719484,-70.1029629
"IQUIQUE, ARTURO PRAT CHACON, PADRE HURTADO",-20.2625059,-70.130789
"IQUIQUE, VIÑA DEL MAR, 2066",-33.0416308,-71.568097
"IQUIQUE, RANCAGUA, 2962",-20.2430282,-70.1317629
"IQUIQUE, PROGRESO, LA TIRANA",-20.2243231,-70.1331496
"IQUIQUE, MANUEL BULNES, ARTURO PEREZ CANTO",-20.2200573,-70.137266
"IQUIQUE, BERNARDINO GUERRA, SALVADOR ALLENDE",-20.2296611,-70.1356074
"IQUIQUE, ARTURO PTAR CHACON, 1670",-20.2414367,-70.1342598
"IQUIQUE, TRES MARIA, 2939",-20.2414367,-70.1342598
"IQUIQUE, PLAYA BLANCA, PLAYA BRAVA",-20.2498559,-70.1363976
"IQUIQUE, HERNAN FUENZALIDA, HEROES DE LA CONCEPCION",-20.2287626,-70.140574
"IQUIQUE, AMUNATEGUI, SERRANO",-20.2137287,-70.1462516
"IQUIQUE, SARGENTO ALDEA, 767",-20.2160408,-70.1477939
"IQUIQUE, CESPEDES Y GONZALEZ, ARTURO FERNANDEZ",-20.2245126,-70.1445436
"IQUIQUE, HEROES DE LA CONCEPCION, HERNAN FUENZALIDA",-20.2287626,-70.140574
"IQUIQUE, HEROES DE LA CONCEPCION, HERNAN FUENZALIDA",-20.2287626,-70.140574
"IQUIQUE, LA TIRANA, FRANCISCO BILBAO",-20.2307033,-70.1356692
"IQUIQUE, CESPEDES Y GONZALEZ, GENARO GALLO",-20.2249004,-70.1370717
"ALTO HOSPICIO, SANTA ISABEL, 3664",-20.2751641,-70.1018462
"ALTO HOSPICIO, PAN DE AZUCAR, LOS ALAMOS",-20.2686722,-70.1049169
"IQUIQUE, 21 DE MAYO, ORELLA",-20.2208923,-70.1421601
"IQUIQUE, AMUNATEGUI, VIDELA",-20.2102988,-70.145802
"IQUIQUE, PEDRO PRADO, CAMPO DEPORTE",-20.2225972,-70.1350708
"IQUIQUE, MANUEL BULNES, ROTONDA EL PAMPINO",-20.2208561,-70.1319844
"IQUIQUE, JOSE MIGUEL CARRERA, JUAN MARTINEZ",-20.2264537,-70.1460977
"IQUIQUE, LOS ALELIES, 1804",-20.2375261,-70.1419086
"IQUIQUE, HEROES DE LA CONCEPCION, VICENTE ZEGERS",-20.2180007,-70.1392298
"IQUIQUE, ARTURO FERNANDEZ, ESMERALDA",-20.2118077,-70.1439964
"IQUIQUE, ORELLA, BARROS ARANA",-20.2205893,-70.147605
"IQUIQUE, PEDRO PRADO, ORELLA",-20.2212841,-70.1348904
"IQUIQUE, SARGENTO ALDEA, 21 DE MAYO",-20.2162049,-70.1418754
"IQUIQUE, COVADONGA, WILSON",-20.2148036,-70.1547584
"IQUIQUE, BERNARDO O'HIGGINS, MANUIEL BULNES",-20.2202008,-70.1347413
"IQUIQUE, JUAN MARTINEZ, TOMAS BONILLA",-20.2274454,-70.1461888
"ALTO HOSPICIO, VALPARAISO, VALLENAR",-20.2775302,-70.0816239
"ALTO HOSPICIO, DETECTIVE CUBILLOS, LAS AMERICAS",-20.2913043,-70.0901209
"ALTO HOSPICIO, LOS GUINDALES, LOS KIWIS",-20.2658849,-70.1060772
"IQUIQUE, ARTURO PRAT CHACON, DIEGO PORTALES",-20.2307033,-70.1356692
"IQUIQUE, TARAPACA, AMUNATEGUI",-20.2176315,-70.1465983
"IQUIQUE, LA TIRANA, EL MONTE",-20.3365124,-69.6562096
"IQUIQUE, JOSE JOAQUIN PEREZ, AMUNATEGUI",-20.2176315,-70.1465983
"IQUIQUE, MANUEL RODRIGUEZ, ARTURO FERNANDEZ",-20.223557,-70.1445012
"IQUIQUE, HERNAN FUENZALIDA, HEROES DE LA CONCEPCION",-20.2287626,-70.140574
"IQUIQUE, AMUNATEGUI, JOSE MIGUEL CARRERA",-20.2264095,-70.1470656
"ALTO HOSPICIO, LA PAMPA, RAMON PEREZ OPAZO",-20.2686722,-70.1049169
"IQUIQUE, MANUEL BULNES, 1130",-20.2195674,-70.1440881
"IQUIQUE, LAS VIOLETAS, 1871",-20.2319636,-70.1389734
"IQUIQUE, LATORRE, JUAN MARTINEZ",-20.2169534,-70.1451921
"ALTO HOSPICIO, LA PAMPA, CALETERA A-16",-20.2686722,-70.1049169
"IQUIQUE, ARTURO PRAT CHACON, TADEO HAENKE",-20.2404198,-70.1372473
"IQUIQUE, THOMPSON, JUAN MARTINEZ",-20.2151642,-70.1450982
"IQUIQUE, ARTURO PRAT CHACON, 1670",-20.2395027,-70.1461154
"IQUIQUE, ARTURO PRAT CHACON, 2755",-20.2351996,-70.1472402
"IQUIQUE, VICENTE ZEGERS, ARTURO FERNANDEZ",-20.2177479,-70.1442373
"ALTO HOSPICIO, SANTA ROSA DE MOLLE, SANTA JIMENA",-20.2802998,-70.0983858
"ALTO HOSPICIO, CALLE UNO, AVENIDA UNO",-20.2582631,-70.1055811
"ALTO HOSPICIO, RIO ITATA, CIRCUNVALACION",-20.2917115,-70.1084533
"ALTO HOSPICIO, TARAPACA, 2793",-20.2686722,-70.1049169
"ALTO HOSPICIO, RAMON PEREZ OPAZO, LOS DATILES",-20.2642587,-70.1057858
"IQUIQUE, ELEUTERIO RAMIREZ, THOMPSON",-20.2184918,-70.1494876
"IQUIQUE, VIVAR, TARAPACA",-20.218536,-70.1488892
"IQUIQUE, ARTURO PRAT CHACON, HEROES DE LA CONCEPCION",-20.2265534,-70.1400001
"ALTO HOSPICIO, TENIENTE MERINO CORREA, CALETERA A-616",-20.2526757,-70.1046578
"IQUIQUE, TARAPACA, 18 DE SEPTIEMBRE",-20.2146045,-70.1429999
"IQUIQUE, PROGRESO, 2000",-20.2243231,-70.1331496
"IQUIQUE, BARROS ARANA, SIMON BOLIVAR",-20.2123239,-70.147103
"IQUIQUE, PATRICIO LYNCH, SERRANO",-20.2307033,-70.1356692
"IQUIQUE, PROGRESO, 2000",-20.2243231,-70.1331496
"IQUIQUE, TADEO HAENKE, HEROES DE LA CONCEPCION",-20.2379949,-70.1442259
"IQUIQUE, VIDELA, BELLAVISTA",-20.2307033,-70.1356692
"IQUIQUE, VICENTE ZEGERS, PATRICIO LYNCH",-20.2173328,-70.1514811
"IQUIQUE, ESMERALDA, BARROS ARANA",-20.2116628,-70.1470863
"IQUIQUE, 12 DE FEBRERO, MANUEL RODRIGUEZ",-20.2236676,-70.1418305
"ALTO HOSPICIO, SUECIA, FRANCIA",-20.2903887,-70.1019985
"IQUIQUE, ARTURO PRAT CHACON, LA PUNTILLA",-20.2075181,-70.1483123
"IQUIQUE, LA TIRANA, CAMPO DEPORTE",-20.2254732,-70.1318466
"IQUIQUE, HEROES DE LA CONCEPCION, 2855",-20.2111906,-70.1384119
"IQUIQUE, FRANCISCO BILBAO, CALETA RIO SECO",-20.2570097,-70.1328508
"IQUIQUE, VIDELA, BELLAVISTA",-20.2307033,-70.1356692
"ALTO HOSPICIO, SANTA JIMENA, SANTA PATRICIA",-20.2764908,-70.0958544
"IQUIQUE, ESMERALDA, 894",-20.2116426,-70.1461783
"IQUIQUE, DIEGO PORTALES, ARTURO FERNANDEZ",-20.2293279,-70.1447649
"ALTO HOSPICIO, LOS ALAMOS, TENIENTE HERNAN MERINO CORREA",-20.2686722,-70.1049169
"IQUIQUE, SANTA FILOMENA, 230",-20.2414367,-70.1342598
"IQUIQUE, ARTURO PRAT CHACON, 1193",-20.2166015,-70.1562718
"IQUIQUE, ROTONDA EL PAMPINO, LA TIRANA",-20.2208561,-70.1319844
"ALTO HOSPICIO, SANTA PAULA, SANTA ROSA DE HUARA",-20.2686722,-70.1049169
"IQUIQUE, RIQUELME, JUAN MARTINEZ",-20.2193478,-70.1454167
"ALTO HOSPICIO, NOGALES, CHACA",-20.2678458,-70.0988026
"IQUIQUE, HEROES DE LA CONCEPCION, ALMIRANTE LATORRE",-20.2173917,-70.1391838
"IQUIQUE, LA TIRANA, SALITRERA SANTA ELENA",-20.2429226,-70.1282815
"IQUIQUE, HEROES DE LA CONCEPCION, THOMPSON",-20.2157415,-70.1391254
"IQUIQUE, HEROES DE LA CONCEPCION, BERNARDO O`HIGGINS",-20.2190716,-70.1393305
"IQUIQUE, LA TIRANA, BERNARDINO GUERRA",-20.2296842,-70.129199
"IQUIQUE, LA TIRANA, MANUEL CASTRO RAMOS",-20.2444412,-70.1282904
"IQUIQUE, HEROES DE LA CONCEPCION, 332",-20.2125538,-70.1385064
"IQUIQUE, SALVADOR ALLENDE, SOTOMAYOR",-20.2111333,-70.1416166
"IQUIQUE, SALVADOR ALLENDE, LATORRE",-20.2170705,-70.1435776
"IQUIQUE, JUAN MARTINEZ, RIQUELME",-20.2193478,-70.1454167
"ALTO HOSPICIO, RICARDO LAGOS, IQUIQUE",-20.2815054,-70.0846839
"IQUIQUE, PILOTO PARDO, 21 DE MAYO",-20.2133583,-70.1388275
"IQUIQUE, DIEGO PORTALES, ARTURO FERNANDEZ",-20.2293279,-70.1447649
"ALTO HOSPICIO, CARMELA CARVAJAL, LAS AMERICAS",-20.2901059,-70.1042119
"ALTO HOSPICIO, LA PAMPA, PAMPA UNION",-20.2748483,-70.1070925
"IQUIQUE, PLAYA EL AGUILA, RANCAGUA",-20.251327,-70.1314193
"IQUIQUE, PADRE HURTADO, ARTURO PRAT CHACON",-20.260932,-70.1275669
"IQUIQUE, PEDRO GAMBONI, PLAYA BRAVA",-20.2432281,-70.1385607
"IQUIQUE, LUIS JASPARD, MOISES GONZALEZ",-20.2110211,-70.136352
"IQUIQUE, EL CARMELO, 3056",-20.2456299,-70.12603
"IQUIQUE, FRANCISCO BILBAO, 3545",-20.2581231,-70.1325014
"IQUIQUE, SOLDADO PEDRO PRADO, QUINTA",-20.2396655,-70.1345536
"IQUIQUE, CESPEDES Y GONZALEZ, 927",-20.2245133,-70.1467038
"IQUIQUE, LA TIRANA, CAMPO DEPORTE",-20.2254732,-70.1318466
"ALTO HOSPICIO, CALLE DOS, SANTA ROSA",-20.2748883,-70.1038276
"IQUIQUE, SALVADOR ALLENDE, HERNAN FUENZALIDA",-20.2290311,-70.135502
"IQUIQUE, CIRCUNVALACION, ROTONDA EL PAMPINO",-20.2208561,-70.1319844
"IQUIQUE, JUAN MARTINEZ, JOSE MIGUEL CARRERA",-20.2264537,-70.1460977
"IQUIQUE, BARROS ARANA, 971",-20.2173261,-70.1475293
"IQUIQUE, JUAN MARTINEZ, ALMIRANTE LATORRE",-20.2169534,-70.1451921
"ALTO HOSPICIO, LAS PARCELAS, 8",-20.2686722,-70.1049169
"IQUIQUE, PEDRO PRADO, MANUEL CASTRO RAMOS",-20.244863,-70.1334046
"IQUIQUE, PEDRO LAGOS, TARAPACA",-20.2153192,-70.1540444
"IQUIQUE, 12 DE FEBRERO, THOMPSON",-20.2307033,-70.1356692
"IQUIQUE, LAS MAGNOLIAS, GENARO GALLO",-20.2363799,-70.1392149
"IQUIQUE, OSCAR BONILLA, 840",-20.2166794,-70.1400324
"IQUIQUE, TADEO HAENKE, ISABEL BONGARDT",-20.2404198,-70.1372473
"IQUIQUE, THOMPSON, COVADONGA",-20.2138704,-70.1543084
"IQUIQUE, CESPEDES Y GONZALEZ, HEROES DE LA CONCEPCION",-20.2247382,-70.139754
"IQUIQUE, AMUNATEGUI, 484",-20.213561,-70.1461088
"IQUIQUE, 18 DE SEPTIEMBRE, SARGENTO ALDEA",-20.2161654,-70.142953
"ALTO HOSPICIO, SANTA MARIA, LAS AMERICAS",-20.2847174,-70.1022289
"IQUIQUE, LAS CABRAS, CIRCUNVALACION",-20.2082914,-70.1406124
"IQUIQUE, SOTOMAYOR, OSCAR BONILLA",-20.2111121,-70.1399327
"IQUIQUE, SAN MARTIN, 18 DE SEPTIEMBRE",-20.212678,-70.1481829
"IQUIQUE, 18 DE SEPTIEMBRE, SERRANO",-20.2307033,-70.1356692
"IQUIQUE, HEROES DE LA CONCEPCION, 2555",-20.2126288,-70.1385179
"ALTO HOSPICIO, SANTA MARIA, LAS AMERICAS",-20.2847174,-70.1022289
"IQUIQUE, SIBAYA, 2367",-20.2320413,-70.1279168
"IQUIQUE, ERNESTO RIQUELME, VIVAR",-20.2214783,-70.149117
"IQUIQUE, ARTURO PRAT CHACON, SAGASCA",-20.245836,-70.1401573
"IQUIQUE, SALVADOR ALLENDE, PLAYA BLANCA",-20.2489752,-70.1326219
"ALTO HOSPICIO, FRUTILLAS, LOS GUINDALES",-20.2652492,-70.1055102
"IQUIQUE, SANTA MARTA, MANZANA 6",-20.2063391,-70.1336052
"IQUIQUE, ANIVAL PINTO, SERRANO",-20.2307033,-70.1356692
"ALTO HOSPICIO, LA PAMPA, LOS CONDORES",-20.2686722,-70.1049169
"ALTO HOSPICIO, LA PAMPA, 3775",-20.2686722,-70.1049169
"IQUIQUE, SANTIAGO POLANCO, MANUEL PLAZA",-20.2480413,-70.1372275
"IQUIQUE, AV. REINAMAR, LA TIRANA",-20.2792733,-70.1257051
"IQUIQUE, JOSE FRANCISCO VERGARA, PLAYA BLANCA",-20.2487975,-70.1346724
"IQUIQUE, SOTOMAYOR, HEROES DE LA CONCEPCION",-20.2111906,-70.1384119
"IQUIQUE, PEDRO PRADO, LIBERTAD",-20.2258432,-70.1353071
"IQUIQUE, BERNARDO O´HIGGINS, ANIVAL PINTO",-20.2182824,-70.1529419
"IQUIQUE, CHIPANA, CERRO DRAGON",-20.2455526,-70.1292691
"IQUIQUE, VIVAR, SAN MARTIN",-20.2126716,-70.148467
"IQUIQUE, ARTURO PRAT CHACON, TOMAS BONILLA",-20.2273588,-70.1480139
"IQUIQUE, LA TIRANA, PROGRESO",-20.2333081,-70.1283181
"IQUIQUE, SAMPOÑAS, PINQUILLOS",-20.2342646,-70.1307247
"IQUIQUE, OBISPO LABBE, ORELLA",-20.2203861,-70.1504462
"IQUIQUE, OSCAR BONILLA, ALMIRANTE LATORRE",-20.2173178,-70.1402024
"IQUIQUE, VICENTE ZEGERS, ARTURO FERNANDEZ",-20.2177479,-70.1442373
"IQUIQUE, PROGRESO, ELIAS LAFERTE",-20.2243231,-70.1331496
"IQUIQUE, MANUEL RODRIGUEZ, JUAN MARTINEZ",-20.2234909,-70.1458415
"IQUIQUE, PEDRO PRADO, BERNARDO O`HIGGINS",-20.2193218,-70.1347013
"IQUIQUE, GENARO GALLO, 1683",-20.2246094,-70.1371964
"IQUIQUE, SOTOMAYOR, LUIS CRUZ MARTINEZ",-20.2113606,-70.1377766
"IQUIQUE, PEDRO PRADO, LOS MOLLES",-20.2396655,-70.1345536
"IQUIQUE, LA TIRANA, 1626",-20.2245821,-70.1310798
"IQUIQUE, SANTIAGO POLANCO, 2396",-20.2463422,-70.1314985
"IQUIQUE, HEROES DE LA CONCEPCION, CESPEDES Y GONZALEZ",-20.2247382,-70.139754
"IQUIQUE, ROTONDA CHIPANA, FRANCISCO BILBAO",-20.2554497,-70.1341579
"IQUIQUE, ORELLA, AMUNATEGUI",-20.2206303,-70.146763
"IQUIQUE, VIVAR, ORELLA",-20.2207518,-70.1490033
"IQUIQUE, VIVAR, SERRANO",-20.2135226,-70.1485122
"IQUIQUE, PEDRO PRADO, PEÑA CHICA",-20.2197413,-70.1348802
"IQUIQUE, ARTURO PRAT CHACON, HEROES DE LA CONCEPCION",-20.2265534,-70.1400001
"IQUIQUE, GALVARINO, DIEGO PORTALES",-20.2307105,-70.1371321
"IQUIQUE, LA TIRANA, CALLE 1",-20.2719521,-70.1261584
"IQUIQUE, ANIBAL PINTO, GOROSTIAGA",-20.2307033,-70.1356692
"IQUIQUE, BARROS ARANA, LATORRE",-20.2165041,-70.1474682
"IQUIQUE, SALVADOR ALLENDE, PEDRO GAMBONI",-20.2364664,-70.1360525
"IQUIQUE, OBISPO LABBE, SOTOMAYOR",-20.2109056,-70.1502143
"IQUIQUE, SERRANO, VIVAR",-20.2135226,-70.1485122
"ALTO HOSPICIO, LOS PERALES, 3390",-20.2719309,-70.0968619
"IQUIQUE, SALITRERA VICTORIA, CIRCUNVALACION",-20.248795,-70.1299637
"IQUIQUE, TOMAS BONILLA, 21 DE MAYO",-20.2275957,-70.1426209
"IQUIQUE, LA TIRANA, 3162",-20.2479349,-70.1280099
"IQUIQUE, ORELLA, 12 DE FEBRERO",-20.220917,-70.1415272
"IQUIQUE, SALITRERA VICTORIA, CENTENARIO",-20.2049013,-70.1406083
"IQUIQUE, TADEO HAENKE, HEROES DE LA CONCEPCION",-20.2379949,-70.1442259
"IQUIQUE, HEROES DE LA CONCEPCION, LIBERTAD",-20.2111906,-70.1384119
"IQUIQUE, CESPEDES Y GONZALEZ, OSCAR BONILLA",-20.2246898,-70.1408337
"IQUIQUE, PEDRO PRADO, MANUEL CASTRO RAMOS",-20.244863,-70.1334046
"IQUIQUE, MANUEL CASTRO RAMOS, RANCAGUA",-20.2445158,-70.131685
"IQUIQUE, CIRCUNVALACION, SOTOMAYOR",-20.2111333,-70.1416166
"IQUIQUE, THOMPSON, ERRAZURIZ",-20.2152505,-70.1435156
"IQUIQUE, SALITRERA VICTORIA, CENTENARIO",-20.2049013,-70.1406083
"IQUIQUE, MAULE, CONCEPCION",-20.2382391,-70.1336532
"IQUIQUE, BERNARDO O´HIGGINS, GENARO GALLO",-20.2192459,-70.1362402
"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, 3040",-20.2694125,-70.0950807
